每周学习时长（小时）,专业,性别,期中考试分数,期末考试分数,上课出勤率
23.21,财务管理,女,63.0,70.23,100.0
22.3,大数据管理,女,66.26,70.43,90.0
33.5,工商管理,男,80.22,84.34,68.0
32.24,人工智能,男,85.25,74.71,100.0
21.6,财务管理,女,90.28,82.84,88.0
6.42,大数据管理,男,80.67,56.73,69.0
20.48,工商管理,女,88.01,75.52,65.0
12.37,人工智能,男,65.79,54.98,71.0
23.45,大数据管理,女,38.98,49.41,65.0
24.32,电子商务,女,63.91,59.05,97.0
8.56,工商管理,男,69.06,72.86,71.0
31.38,电子商务,女,74.72,72.45,65.0
20.6,大数据管理,男,57.78,60.48,83.0
25.67,财务管理,女,72.54,86.07,96.0
23.23,大数据管理,男,74.31,78.26,78.0
23.5,电子商务,女,67.71,57.63,90.0
15.2,大数据管理,男,50.57,64.28,60.0
13.11,人工智能,女,71.99,83.2,96.0
14.29,财务管理,男,66.01,81.45,88.0
22.13,人工智能,男,85.31,83.25,84.0
30.47,大数据管理,女,81.87,73.35,74.0
29.06,大数据管理,女,52.47,61.22,63.0
18.52,大数据管理,男,81.38,61.03,77.0
5.85,大数据管理,男,43.58,39.24,71.0
32.58,人工智能,女,81.97,72.07,78.0
33.9,大数据管理,女,87.98,83.9,83.0
26.6,工商管理,女,69.36,75.58,84.0
27.62,大数据管理,男,78.33,72.21,66.0
17.29,人工智能,女,71.36,66.22,75.0
16.3,电子商务,女,72.39,67.75,95.0
23.51,财务管理,女,80.28,91.39,91.0
24.02,人工智能,男,75.14,93.55,87.0
9.18,电子商务,男,74.22,63.95,77.0
32.23,财务管理,男,67.64,76.35,84.0
5.0,电子商务,女,71.1,54.17,78.0
24.04,大数据管理,男,52.45,68.98,67.0
23.62,人工智能,女,45.44,57.34,78.0
5.0,大数据管理,女,78.71,62.57,88.0
8.82,财务管理,女,91.95,92.94,87.0
34.78,大数据管理,男,95.99,81.2,71.0
10.07,电子商务,男,81.06,56.06,95.0
18.94,电子商务,男,92.31,83.06,61.0
5.0,大数据管理,女,90.71,67.54,64.0
15.28,财务管理,男,100.0,77.9,95.0
23.1,财务管理,女,85.64,100.0,91.0
9.02,人工智能,男,57.6,66.15,83.0
18.45,工商管理,男,69.87,69.71,78.0
10.61,大数据管理,男,52.59,49.38,84.0
9.6,电子商务,女,75.36,72.21,72.0
11.6,工商管理,男,60.54,43.48,61.0
5.0,电子商务,男,99.37,74.37,76.0
13.35,财务管理,男,67.96,65.19,91.0
12.29,大数据管理,男,73.5,67.82,68.0
22.34,工商管理,男,83.3,74.54,77.0
14.65,大数据管理,男,96.39,71.39,72.0
16.43,工商管理,女,77.62,79.21,75.0
23.22,人工智能,男,57.4,48.52,63.0
16.03,人工智能,男,55.88,53.78,63.0
18.98,电子商务,男,92.76,80.07,91.0
9.68,工商管理,男,65.99,74.18,84.0
12.55,电子商务,女,54.3,53.04,85.0
10.59,电子商务,男,76.75,71.6,87.0
26.55,电子商务,男,73.55,74.92,62.0
11.67,电子商务,女,47.15,37.62,85.0
14.18,财务管理,男,100.0,82.93,78.0
17.84,财务管理,女,62.79,51.18,98.0
12.36,财务管理,男,76.2,74.09,92.0
31.66,工商管理,女,54.92,61.78,77.0
20.58,电子商务,男,66.35,75.79,79.0
25.42,人工智能,男,93.21,83.83,96.0
20.33,电子商务,男,61.63,59.41,70.0
29.03,电子商务,女,42.52,67.12,79.0
9.41,工商管理,女,83.26,64.07,72.0
32.03,大数据管理,男,57.13,79.04,95.0
15.33,财务管理,男,57.02,64.48,90.0
8.74,人工智能,女,53.25,52.9,96.0
19.2,大数据管理,女,82.64,66.34,87.0
15.41,电子商务,女,68.09,78.1,92.0
24.82,工商管理,男,74.07,78.18,91.0
19.13,财务管理,男,72.38,61.27,73.0
25.76,人工智能,女,58.62,67.47,77.0
14.52,工商管理,女,77.9,76.18,63.0
10.55,人工智能,男,53.1,57.5,81.0
5.0,电子商务,男,77.42,67.94,87.0
24.67,电子商务,男,53.36,74.46,91.0
28.17,财务管理,男,100.0,99.54,88.0
19.2,电子商务,男,76.39,73.0,95.0
28.13,工商管理,男,77.41,70.14,89.0
23.99,人工智能,男,83.45,67.31,86.0
20.83,人工智能,女,86.53,73.69,76.0
23.7,大数据管理,女,61.83,56.71,66.0
10.55,人工智能,女,77.05,55.72,99.0
31.01,财务管理,女,75.31,95.05,95.0
8.16,人工智能,男,70.55,71.57,90.0
23.03,人工智能,男,56.05,61.28,85.0
16.07,大数据管理,男,71.12,70.09,93.0
28.38,电子商务,男,80.05,70.67,98.0
31.74,工商管理,女,95.39,96.93,70.0
28.78,工商管理,男,62.19,58.26,96.0
25.33,电子商务,女,96.62,90.34,81.0
16.37,财务管理,女,93.16,68.16,97.0
36.01,工商管理,女,72.4,79.78,90.0
8.27,工商管理,女,65.72,72.78,76.0
32.42,电子商务,男,62.82,63.77,100.0
12.06,工商管理,男,63.32,62.09,77.0
37.28,人工智能,男,96.94,92.29,66.0
32.61,工商管理,男,100.0,98.17,94.0
14.93,人工智能,男,69.52,69.06,94.0
14.86,电子商务,女,71.52,71.48,80.0
22.59,财务管理,男,92.77,79.23,96.0
10.48,电子商务,女,85.63,88.37,63.0
17.27,电子商务,男,80.08,55.49,64.0
17.28,人工智能,男,72.92,82.66,93.0
10.44,大数据管理,男,60.27,58.47,64.0
8.98,工商管理,男,75.5,74.09,81.0
26.65,电子商务,女,68.36,79.42,89.0
29.71,人工智能,男,52.6,72.03,98.0
35.54,电子商务,男,87.63,81.73,73.0
13.18,电子商务,女,100.0,79.22,78.0
29.14,人工智能,男,62.97,62.09,97.0
22.1,人工智能,女,73.62,71.75,79.0
10.65,人工智能,男,82.39,76.67,96.0
21.17,工商管理,男,85.07,85.76,99.0
20.43,人工智能,女,68.75,76.02,96.0
22.34,电子商务,男,71.81,58.17,88.0
16.57,工商管理,女,87.59,73.15,91.0
15.67,大数据管理,男,63.08,58.64,83.0
14.3,人工智能,女,74.57,58.54,79.0
21.06,电子商务,男,60.02,62.29,91.0
11.31,人工智能,男,71.45,63.92,71.0
10.7,财务管理,女,74.33,78.25,78.0
26.43,大数据管理,男,85.4,74.18,92.0
15.1,人工智能,女,82.28,67.14,92.0
26.58,工商管理,男,100.0,85.58,81.0
12.61,工商管理,男,63.01,65.58,78.0
16.35,电子商务,女,68.21,77.73,88.0
13.79,人工智能,女,82.76,70.38,65.0
28.53,电子商务,男,79.12,70.36,87.0
22.95,人工智能,男,72.54,66.29,88.0
21.16,人工智能,男,80.66,78.51,98.0
20.6,工商管理,男,58.29,71.58,85.0
8.25,财务管理,男,96.09,97.86,97.0
32.76,工商管理,男,72.84,71.85,100.0
18.27,大数据管理,男,78.14,74.75,70.0
12.3,工商管理,男,87.1,62.53,68.0
27.15,电子商务,女,67.99,63.58,73.0
21.47,大数据管理,女,84.27,70.41,87.0
19.66,人工智能,女,91.8,79.33,88.0
27.04,大数据管理,女,58.01,65.53,96.0
9.57,财务管理,女,93.65,100.0,96.0
28.71,财务管理,女,87.22,78.56,85.0
12.06,财务管理,男,77.68,77.35,70.0
10.41,电子商务,男,73.96,61.56,70.0
24.13,大数据管理,男,92.51,99.83,78.0
24.53,财务管理,女,71.44,77.55,91.0
12.19,人工智能,男,64.49,71.94,85.0
21.86,财务管理,女,82.24,71.72,86.0
20.78,财务管理,女,52.4,68.12,84.0
26.06,工商管理,男,69.41,78.59,98.0
32.98,财务管理,女,62.38,72.83,99.0
19.86,人工智能,男,68.74,59.59,85.0
12.56,财务管理,男,87.25,70.04,78.0
17.69,财务管理,男,79.1,68.28,60.0
25.37,财务管理,女,57.49,70.65,68.0
11.61,工商管理,男,77.19,66.6,66.0
8.44,工商管理,男,55.4,39.79,76.0
15.49,人工智能,男,61.86,69.56,72.0
16.48,电子商务,男,84.55,86.09,77.0
13.49,电子商务,女,94.35,69.35,77.0
32.04,工商管理,男,73.04,87.22,71.0
19.82,工商管理,女,67.06,81.44,98.0
21.11,电子商务,男,81.73,68.77,64.0
11.12,工商管理,男,85.39,63.74,88.0
31.96,电子商务,女,87.93,89.95,75.0
16.83,电子商务,男,77.19,60.35,75.0
38.2,财务管理,女,100.0,94.41,99.0
20.68,工商管理,女,53.73,54.55,94.0
16.64,大数据管理,女,70.83,67.34,86.0
25.81,人工智能,女,62.69,80.63,78.0
24.53,大数据管理,男,82.58,80.83,79.0
33.01,财务管理,男,93.86,93.2,69.0
11.0,大数据管理,男,64.33,63.78,96.0
26.38,财务管理,女,72.24,71.56,73.0
8.26,电子商务,男,95.61,70.61,78.0
21.12,工商管理,女,79.78,71.46,62.0
22.85,工商管理,女,57.98,57.26,61.0
12.55,财务管理,女,61.54,60.78,73.0
22.3,财务管理,男,59.68,64.4,84.0
14.51,工商管理,男,76.22,68.16,99.0
16.17,大数据管理,女,86.96,91.43,76.0
19.51,大数据管理,男,95.62,94.31,65.0
11.81,财务管理,男,60.64,74.81,90.0
30.89,大数据管理,男,98.61,100.0,85.0
28.6,大数据管理,男,48.26,71.93,77.0
16.01,财务管理,男,91.44,74.79,70.0
29.79,人工智能,女,84.81,76.23,62.0
19.3,工商管理,男,62.29,67.47,84.0
24.23,人工智能,女,76.24,68.78,61.0
20.3,大数据管理,女,72.63,67.48,98.0
16.57,大数据管理,女,83.1,76.43,84.0
24.78,大数据管理,女,77.42,63.53,66.0
21.93,财务管理,女,84.9,76.35,70.0
16.95,工商管理,女,86.89,70.23,83.0
18.92,电子商务,女,51.79,59.15,84.0
5.0,财务管理,男,84.11,70.24,73.0
25.02,财务管理,男,44.61,57.82,88.0
12.57,财务管理,女,73.46,52.94,76.0
24.6,财务管理,女,94.39,76.38,87.0
14.82,财务管理,男,75.85,75.16,94.0
18.28,人工智能,女,53.15,54.58,79.0
15.83,财务管理,男,93.73,80.41,64.0
16.27,人工智能,女,80.37,73.7,91.0
31.99,人工智能,女,99.64,87.99,61.0
17.59,电子商务,女,83.83,75.26,67.0
24.92,工商管理,女,58.74,63.03,77.0
21.81,大数据管理,男,66.25,73.01,83.0
31.98,工商管理,女,82.67,77.47,70.0
16.73,人工智能,女,100.0,100.0,64.0
12.82,人工智能,女,82.78,62.13,62.0
16.13,财务管理,男,60.17,60.32,73.0
23.26,电子商务,男,75.48,75.36,90.0
20.85,电子商务,女,73.16,59.15,68.0
13.99,大数据管理,男,57.39,65.49,68.0
33.7,财务管理,男,88.21,81.39,80.0
28.62,财务管理,男,52.04,49.56,84.0
20.15,大数据管理,男,66.64,73.43,91.0
5.0,人工智能,男,87.36,62.81,69.0
22.44,电子商务,男,87.32,78.55,82.0
8.71,大数据管理,男,89.6,75.95,62.0
18.81,工商管理,男,59.2,60.29,84.0
20.49,人工智能,女,54.39,56.09,73.0
13.66,工商管理,男,82.8,94.04,71.0
14.41,人工智能,男,69.52,44.52,60.0
20.31,财务管理,男,69.22,58.77,86.0
28.06,大数据管理,男,72.32,69.38,97.0
16.99,大数据管理,女,57.58,75.46,75.0
24.47,工商管理,女,80.8,75.8,91.0
40.0,大数据管理,女,78.74,86.74,74.0
37.99,大数据管理,男,88.7,85.85,93.0
8.21,人工智能,男,75.0,71.64,78.0
23.71,人工智能,女,51.72,64.61,89.0
38.9,财务管理,男,100.0,96.39,96.0
29.86,大数据管理,女,47.08,72.08,94.0
28.38,人工智能,男,64.73,78.23,97.0
19.37,财务管理,女,79.35,71.07,91.0
15.06,大数据管理,男,85.42,77.95,80.0
6.73,人工智能,女,60.63,80.16,64.0
13.34,财务管理,女,90.81,84.16,82.0
20.82,电子商务,女,91.45,81.88,84.0
18.97,人工智能,女,74.66,59.48,82.0
20.1,工商管理,男,70.61,74.8,60.0
31.39,大数据管理,女,68.1,84.63,99.0
24.9,工商管理,男,88.97,86.17,91.0
19.1,大数据管理,男,62.61,66.49,66.0
23.53,人工智能,男,98.15,100.0,99.0
14.22,财务管理,男,69.4,75.2,92.0
21.61,人工智能,男,39.72,64.72,93.0
19.48,电子商务,女,75.83,71.45,75.0
22.58,大数据管理,男,56.61,61.95,79.0
29.09,电子商务,男,59.31,72.08,73.0
15.35,工商管理,男,90.62,74.86,82.0
18.85,大数据管理,男,88.4,83.0,100.0
23.77,大数据管理,男,49.21,62.73,73.0
10.81,财务管理,男,75.06,62.46,84.0
27.57,工商管理,男,71.31,78.75,90.0
25.56,电子商务,女,90.92,83.42,70.0
24.9,财务管理,女,43.08,66.96,88.0
23.92,工商管理,女,79.99,71.68,91.0
24.52,工商管理,男,74.52,62.43,88.0
13.33,电子商务,女,61.82,60.67,90.0
5.0,工商管理,女,83.74,71.94,80.0
14.22,电子商务,女,71.5,76.48,94.0
16.84,财务管理,男,59.08,55.91,81.0
15.46,人工智能,女,91.01,81.22,80.0
10.18,人工智能,女,54.99,70.1,96.0
24.63,大数据管理,女,63.86,76.35,78.0
32.14,工商管理,女,65.76,66.6,77.0
8.2,人工智能,男,80.48,64.45,91.0
19.33,电子商务,男,62.02,68.17,82.0
15.52,电子商务,女,83.76,92.55,99.0
26.07,工商管理,女,99.81,89.37,99.0
12.63,工商管理,男,70.82,63.34,69.0
21.1,电子商务,女,100.0,75.0,62.0
30.25,电子商务,男,63.24,71.29,94.0
15.08,电子商务,女,77.43,60.97,62.0
17.71,人工智能,男,74.9,67.02,63.0
17.6,电子商务,男,86.03,65.71,98.0
19.28,大数据管理,女,95.76,83.09,99.0
19.89,电子商务,女,82.82,68.8,85.0
5.0,人工智能,男,85.5,80.02,77.0
13.48,财务管理,男,60.51,50.84,67.0
15.47,工商管理,女,68.72,64.17,90.0
23.08,财务管理,女,59.08,67.36,80.0
10.99,人工智能,男,76.31,62.05,60.0
11.62,工商管理,男,90.85,97.34,82.0
16.33,人工智能,男,84.53,85.99,90.0
29.4,工商管理,男,66.93,72.03,84.0
26.27,大数据管理,女,53.5,68.24,84.0
29.77,工商管理,女,96.26,72.83,99.0
23.45,人工智能,男,76.52,86.8,94.0
11.91,人工智能,女,58.97,64.93,90.0
30.36,电子商务,女,65.96,70.01,60.0
5.0,电子商务,女,79.76,74.02,84.0
26.59,财务管理,男,56.83,73.27,93.0
16.27,大数据管理,女,63.99,60.78,69.0
18.21,电子商务,女,75.33,72.97,79.0
21.32,财务管理,男,66.15,72.26,64.0
34.93,电子商务,男,85.15,89.18,87.0
17.87,电子商务,男,83.25,69.21,65.0
24.14,电子商务,男,57.46,67.3,75.0
21.54,电子商务,女,82.99,86.41,74.0
33.41,工商管理,男,68.82,80.77,70.0
19.65,工商管理,女,69.81,59.35,76.0
16.51,人工智能,男,56.19,67.76,87.0
18.09,人工智能,男,42.41,61.35,98.0
26.21,大数据管理,女,77.99,84.9,85.0
30.43,财务管理,女,74.69,78.86,90.0
24.09,人工智能,女,72.3,67.9,77.0
13.88,人工智能,女,68.58,54.72,88.0
18.42,人工智能,男,61.27,61.03,89.0
28.98,工商管理,女,65.65,83.23,90.0
20.82,电子商务,男,90.37,80.54,84.0
28.6,工商管理,女,43.75,56.02,67.0
29.22,人工智能,男,63.7,78.0,79.0
14.47,电子商务,男,49.57,70.65,98.0
14.61,电子商务,女,69.21,63.46,88.0
14.24,人工智能,女,80.7,81.61,75.0
5.0,电子商务,女,75.84,51.55,97.0
5.0,电子商务,女,81.28,70.98,74.0
15.4,人工智能,男,51.31,59.57,63.0
10.34,电子商务,女,79.12,81.14,99.0
21.97,大数据管理,女,78.66,74.58,62.0
27.14,财务管理,女,73.24,69.85,62.0
16.87,人工智能,女,49.44,55.35,62.0
18.37,电子商务,男,76.69,97.65,100.0
12.48,人工智能,男,71.99,70.84,99.0
28.19,工商管理,女,50.27,65.83,61.0
18.84,财务管理,男,43.82,43.02,91.0
23.29,人工智能,女,63.0,62.55,83.0
33.43,财务管理,女,56.45,71.08,71.0
8.02,大数据管理,女,68.05,43.45,61.0
23.84,工商管理,男,88.19,85.97,94.0
20.78,工商管理,女,73.8,65.87,85.0
12.36,电子商务,女,66.85,56.49,97.0
22.99,电子商务,男,94.0,76.58,88.0
23.53,电子商务,女,94.31,94.87,71.0
5.0,大数据管理,男,74.73,69.52,88.0
5.0,工商管理,女,87.73,62.73,85.0
11.94,人工智能,男,74.67,70.0,62.0
11.66,工商管理,女,100.0,86.74,65.0
26.17,大数据管理,男,80.29,74.85,90.0
28.1,工商管理,女,62.56,79.66,90.0
22.14,大数据管理,女,98.59,91.05,62.0
14.91,大数据管理,女,68.69,71.64,61.0
22.48,工商管理,男,87.2,73.82,71.0
15.83,电子商务,女,77.64,60.29,80.0
15.47,电子商务,男,85.31,62.86,87.0
23.37,人工智能,男,77.39,68.66,61.0
14.69,工商管理,女,86.43,71.38,65.0
20.75,工商管理,女,83.06,74.72,80.0
26.87,电子商务,女,81.62,77.88,83.0
24.7,大数据管理,女,72.08,86.93,73.0
24.04,财务管理,女,86.12,76.68,65.0
25.14,大数据管理,男,76.61,75.01,66.0
7.44,电子商务,男,95.03,70.03,97.0
38.91,电子商务,女,48.83,73.83,77.0
24.81,电子商务,男,52.72,56.06,91.0
18.49,电子商务,女,68.41,63.25,70.0
12.88,财务管理,男,49.58,60.44,77.0
15.69,大数据管理,女,72.25,72.92,85.0
16.58,财务管理,女,78.1,85.39,72.0
19.86,大数据管理,女,77.04,78.87,74.0
21.62,工商管理,男,48.22,60.87,97.0
21.64,大数据管理,女,83.03,85.83,94.0
12.34,财务管理,男,92.65,90.87,91.0
14.12,人工智能,女,60.82,53.03,62.0
28.19,财务管理,女,90.35,91.18,93.0
14.84,财务管理,女,77.59,65.7,67.0
15.96,大数据管理,男,75.79,70.39,97.0
21.62,电子商务,男,85.66,83.93,97.0
17.37,大数据管理,女,89.47,74.92,78.0
16.95,电子商务,男,66.44,61.45,79.0
30.32,大数据管理,男,83.62,90.24,99.0
27.01,财务管理,女,98.39,76.34,77.0
11.65,财务管理,女,77.22,61.61,89.0
17.48,人工智能,女,83.3,80.3,89.0
15.66,工商管理,男,68.16,66.81,79.0
23.26,电子商务,男,77.11,84.36,91.0
22.35,财务管理,男,77.98,80.08,97.0
16.07,大数据管理,男,84.86,67.24,100.0
23.2,财务管理,女,79.04,74.72,64.0
17.74,电子商务,女,76.56,72.7,61.0
13.13,工商管理,男,47.48,55.95,87.0
20.43,人工智能,男,91.62,78.73,84.0
22.68,工商管理,男,75.85,71.03,89.0
24.48,财务管理,男,92.16,77.75,71.0
27.01,电子商务,女,84.5,71.91,94.0
15.59,大数据管理,男,75.54,57.58,86.0
13.56,大数据管理,女,53.76,62.08,95.0
35.67,财务管理,男,84.24,77.5,75.0
16.16,财务管理,男,78.98,78.91,83.0
11.29,大数据管理,女,79.22,64.7,79.0
35.92,财务管理,男,59.91,64.51,71.0
5.0,人工智能,男,63.03,56.56,83.0
13.63,大数据管理,女,67.75,80.99,77.0
19.3,工商管理,女,100.0,81.0,73.0
17.07,工商管理,男,85.83,82.86,76.0
19.13,工商管理,女,83.61,76.34,69.0
24.36,人工智能,女,72.06,61.66,86.0
13.36,财务管理,男,93.55,91.75,91.0
26.67,人工智能,男,65.35,70.06,82.0
19.64,电子商务,女,76.99,62.94,87.0
19.64,人工智能,女,68.12,63.92,78.0
20.02,大数据管理,男,91.96,79.69,84.0
32.05,工商管理,男,81.18,83.85,72.0
12.03,工商管理,女,95.68,72.48,83.0
19.29,人工智能,女,78.68,93.5,75.0
25.68,电子商务,男,86.24,75.54,92.0
13.88,大数据管理,男,100.0,87.1,66.0
13.42,工商管理,男,73.85,48.85,61.0
16.47,工商管理,男,60.1,61.78,84.0
24.2,工商管理,男,91.87,87.62,92.0
12.14,人工智能,男,77.56,57.43,63.0
5.85,财务管理,女,62.11,73.92,79.0
19.64,工商管理,女,60.13,65.22,65.0
25.38,大数据管理,女,74.94,68.83,63.0
19.38,财务管理,男,94.47,84.22,84.0
17.87,财务管理,男,72.45,61.12,68.0
25.39,财务管理,女,93.44,91.56,63.0
20.03,工商管理,女,87.39,87.88,98.0
20.59,人工智能,男,67.57,70.57,71.0
16.41,工商管理,女,52.53,64.31,83.0
22.39,电子商务,男,92.34,73.47,96.0
13.15,人工智能,男,98.51,89.64,61.0
21.89,电子商务,女,68.37,70.47,90.0
16.78,人工智能,男,87.53,81.72,63.0
20.56,大数据管理,男,71.62,76.52,80.0
8.66,财务管理,女,100.0,87.32,85.0
7.17,电子商务,女,68.37,52.61,79.0
14.32,电子商务,女,52.92,49.53,71.0
22.08,人工智能,女,100.0,99.11,62.0
8.35,工商管理,男,86.96,61.96,63.0
22.09,财务管理,女,100.0,75.0,62.0
32.37,人工智能,男,73.8,81.86,92.0
29.01,财务管理,女,100.0,89.88,81.0
8.28,工商管理,女,66.93,57.07,79.0
23.23,大数据管理,女,99.25,88.38,71.0
19.78,电子商务,男,79.81,78.68,71.0
6.08,工商管理,男,55.85,56.29,74.0
12.29,电子商务,女,74.13,64.59,84.0
8.41,财务管理,女,63.4,59.5,84.0
10.44,财务管理,女,73.41,60.36,81.0
25.92,电子商务,女,54.6,55.07,90.0
33.18,人工智能,男,69.84,77.99,67.0
24.55,财务管理,男,90.57,89.52,90.0
11.84,大数据管理,女,91.82,75.33,69.0
13.82,财务管理,男,57.58,42.2,78.0
34.58,电子商务,男,65.68,68.3,60.0
27.76,大数据管理,男,84.83,87.12,66.0
24.61,人工智能,男,80.6,70.83,96.0
26.34,工商管理,男,71.73,79.59,90.0
9.43,财务管理,女,74.81,66.15,97.0
12.4,财务管理,男,84.54,77.95,98.0
14.82,人工智能,女,79.33,65.36,85.0
34.75,大数据管理,女,72.41,75.8,99.0
21.54,人工智能,女,97.53,96.61,99.0
22.38,人工智能,男,78.74,81.97,82.0
7.0,电子商务,男,100.0,82.28,65.0
17.87,财务管理,女,58.24,73.21,94.0
33.01,工商管理,男,81.17,82.7,63.0
7.53,人工智能,女,47.18,62.01,74.0
28.16,电子商务,女,73.46,70.54,74.0
18.79,工商管理,女,63.04,78.0,80.0
19.58,财务管理,女,70.82,78.67,73.0
19.94,财务管理,男,76.94,75.13,64.0
21.68,人工智能,女,84.75,74.27,69.0
15.46,工商管理,男,65.52,54.82,69.0
14.02,大数据管理,女,72.8,65.67,63.0
27.62,财务管理,男,76.86,90.08,86.0
13.1,财务管理,女,89.48,67.72,83.0
14.38,人工智能,男,41.34,63.03,80.0
18.87,大数据管理,女,62.94,59.63,79.0
21.08,电子商务,女,80.29,68.0,66.0
23.21,大数据管理,男,56.51,56.27,99.0
27.49,电子商务,男,84.42,75.93,70.0
14.96,大数据管理,女,75.99,75.66,69.0
14.47,财务管理,女,90.35,87.68,93.0
21.99,人工智能,女,78.19,75.69,83.0
10.43,人工智能,女,86.11,67.26,83.0
33.2,大数据管理,女,69.4,71.38,87.0
23.49,电子商务,男,76.26,73.24,76.0
13.09,工商管理,女,81.66,68.52,70.0
20.8,财务管理,女,67.47,73.22,92.0
9.02,财务管理,男,86.2,71.19,88.0
28.12,大数据管理,男,75.67,74.81,85.0
12.9,人工智能,男,80.38,73.07,78.0
19.65,财务管理,女,92.33,82.5,79.0
23.7,财务管理,女,98.18,97.82,94.0
20.87,人工智能,女,76.7,72.15,93.0
17.62,人工智能,男,56.02,68.13,92.0
8.12,电子商务,男,84.24,86.98,89.0
17.76,工商管理,男,80.05,79.09,92.0
23.14,人工智能,女,64.84,77.29,70.0
12.65,工商管理,女,65.84,59.52,76.0
5.48,大数据管理,男,44.59,43.43,87.0
23.5,电子商务,女,70.89,72.96,89.0
11.86,财务管理,女,66.11,61.58,62.0
37.5,电子商务,男,97.88,99.39,97.0
26.75,工商管理,男,59.15,62.27,66.0
35.6,电子商务,女,85.5,85.39,99.0
37.97,大数据管理,男,79.01,92.06,95.0
27.15,财务管理,男,79.0,78.18,61.0
29.05,大数据管理,男,62.19,68.77,79.0
40.0,电子商务,男,80.87,90.24,89.0
30.91,工商管理,男,84.45,77.0,81.0
24.28,大数据管理,男,69.19,59.49,72.0
24.91,工商管理,男,70.44,61.51,86.0
26.81,财务管理,女,74.52,75.4,62.0
19.88,人工智能,女,67.26,74.68,80.0
18.48,大数据管理,男,56.07,68.39,87.0
24.06,大数据管理,男,71.98,83.89,97.0
7.05,电子商务,男,100.0,90.54,71.0
13.05,工商管理,男,81.42,74.49,78.0
22.04,工商管理,女,64.93,68.63,85.0
5.0,人工智能,女,68.8,79.55,97.0
28.99,工商管理,女,72.91,70.37,91.0
20.01,财务管理,男,68.9,57.82,81.0
28.09,工商管理,男,66.98,71.23,92.0
17.06,人工智能,男,53.6,59.24,98.0
8.65,电子商务,女,73.27,63.86,73.0
17.56,电子商务,男,90.04,71.7,84.0
30.47,人工智能,女,100.0,95.38,84.0
17.82,人工智能,女,55.6,59.96,87.0
19.81,人工智能,女,84.74,88.48,78.0
18.47,大数据管理,女,96.18,71.18,70.0
24.77,电子商务,女,100.0,83.74,72.0
21.23,电子商务,女,81.61,71.2,64.0
15.63,工商管理,男,81.5,71.25,64.0
16.54,电子商务,男,68.99,74.78,81.0
17.83,人工智能,男,54.35,61.1,66.0
24.21,人工智能,女,86.76,78.1,79.0
22.78,人工智能,男,90.75,86.38,79.0
12.83,电子商务,男,56.94,70.02,88.0
23.2,工商管理,女,56.26,64.36,76.0
15.51,电子商务,男,82.46,76.89,69.0
22.72,大数据管理,女,65.94,74.69,72.0
14.84,财务管理,女,85.52,60.52,61.0
14.47,大数据管理,男,60.33,58.09,85.0
9.27,财务管理,女,75.7,71.45,74.0
13.76,工商管理,女,80.94,70.81,89.0
5.78,人工智能,男,71.4,64.38,96.0
18.94,财务管理,男,96.26,87.08,78.0
19.22,工商管理,女,84.0,80.81,98.0
9.81,大数据管理,女,73.01,72.91,90.0
25.44,人工智能,女,63.82,62.55,75.0
17.14,财务管理,女,74.16,54.69,60.0
16.45,电子商务,女,43.37,60.47,69.0
19.57,大数据管理,男,63.45,59.61,83.0
23.15,工商管理,男,97.15,77.45,64.0
24.88,电子商务,女,86.32,77.87,95.0
17.14,大数据管理,女,79.18,81.24,74.0
12.28,财务管理,男,84.88,75.71,96.0
18.22,人工智能,男,50.33,63.35,82.0
19.01,大数据管理,女,69.89,75.98,80.0
21.01,电子商务,男,73.97,69.86,64.0
19.0,大数据管理,男,96.59,93.74,99.0
12.21,大数据管理,女,84.49,64.61,81.0
6.09,财务管理,女,57.02,47.88,91.0
24.84,电子商务,女,73.93,67.05,94.0
18.33,财务管理,女,66.32,75.03,99.0
27.49,财务管理,女,62.15,72.7,80.0
20.4,电子商务,男,55.64,62.31,93.0
16.24,财务管理,男,86.31,76.34,94.0
8.41,大数据管理,女,66.69,73.38,79.0
15.62,电子商务,男,67.27,61.03,87.0
25.9,人工智能,女,58.83,71.27,98.0
19.81,工商管理,男,72.45,67.34,82.0
10.26,大数据管理,女,91.68,85.39,86.0
14.11,人工智能,女,66.48,73.52,95.0
16.11,工商管理,女,80.29,62.12,92.0
20.32,大数据管理,男,77.79,71.67,81.0
19.27,财务管理,女,61.05,49.29,74.0
7.08,人工智能,女,66.65,65.94,65.0
26.49,工商管理,女,63.49,86.06,83.0
29.76,财务管理,女,78.25,63.27,76.0
23.54,工商管理,男,84.11,67.46,76.0
20.1,电子商务,女,81.93,79.23,82.0
37.71,财务管理,女,68.87,76.48,83.0
25.76,财务管理,女,72.44,74.37,98.0
16.96,财务管理,女,88.17,63.17,64.0
19.46,人工智能,女,89.76,81.31,64.0
26.55,人工智能,女,83.28,85.76,74.0
21.62,人工智能,男,64.45,89.45,78.0
27.27,人工智能,女,83.92,94.09,95.0
29.67,工商管理,男,73.05,63.83,64.0
17.64,财务管理,女,94.44,80.59,69.0
13.18,工商管理,男,85.57,81.24,91.0
21.4,财务管理,男,71.57,67.57,93.0
21.09,人工智能,男,74.02,75.57,62.0
12.76,电子商务,男,67.49,66.53,62.0
32.31,大数据管理,男,92.06,95.93,90.0
8.08,大数据管理,女,61.02,66.61,87.0
